system,game,art_old,art_new,score
N64,Shadow Man (USA),Shadow Man (USA).jpg,Shadow Man (USA).jpg,100.0
N64,"Shadowgate 64 - Trials of the Four Towers (USA) (En,Es)","Shadowgate 64 - Trials of the Four Towers (USA) (En,Es).jpg","Shadowgate 64 - Trials of the Four Towers (USA) (En,Es).jpg",100.0
N64,Snowboard Kids (USA),Snowboard Kids (USA).jpg,Snowboard Kids (USA).jpg,100.0
N64,Snowboard Kids 2 (USA),Snowboard Kids 2 (USA).jpg,Snowboard Kids 2 (USA).jpg,100.0
N64,South Park (USA),South Park (USA).jpg,South Park (USA).jpg,100.0
N64,South Park - Chef's Luv Shack (USA),South Park - Chef's Luv Shack (USA).jpg,South Park - Chef's Luv Shack (USA).jpg,100.0
N64,South Park Rally (USA),South Park Rally (USA).jpg,South Park Rally (USA).jpg,100.0
N64,Space Invaders (USA),Space Invaders (USA).jpg,Space Invaders (USA).jpg,100.0
N64,SpaceStation Silicon Valley (USA),SpaceStation Silicon Valley (USA).jpg,SpaceStation Silicon Valley (USA).jpg,100.0
N64,Spider-Man (USA),Spider-Man (USA).jpg,Spider-Man (USA).jpg,100.0
N64,Star Fox 64 (USA),Star Fox 64 (USA).jpg,Star Fox 64 (USA).jpg,100.0
N64,Star Soldier - Vanishing Earth (USA),Star Soldier - Vanishing Earth (USA).jpg,Star Soldier - Vanishing Earth (USA).jpg,100.0
N64,Star Wars - Rogue Squadron (USA),Star Wars - Rogue Squadron (USA).jpg,Star Wars - Rogue Squadron (USA).jpg,100.0
N64,Star Wars - Shadows of the Empire (USA) (Rev B),Star Wars - Shadows of the Empire (USA) (Rev B).jpg,Star Wars - Shadows of the Empire (USA) (Rev B).jpg,100.0
N64,Star Wars Episode I - Battle for Naboo (USA),Star Wars Episode I - Battle for Naboo (USA).png,Star Wars Episode I - Battle for Naboo (USA).png,100.0
N64,Star Wars Episode I - Racer (USA),Star Wars Episode I - Racer (USA).jpg,Star Wars Episode I - Racer (USA).jpg,100.0
N64,StarCraft 64 (USA),StarCraft 64 (USA).jpg,StarCraft 64 (USA).jpg,100.0
N64,"Starshot - Space Circus Fever (USA) (En,Fr,Es)","Starshot - Space Circus Fever (USA) (En,Fr,Es).jpg","Starshot - Space Circus Fever (USA) (En,Fr,Es).jpg",100.0
N64,Stunt Racer 64 (USA),Stunt Racer 64 (USA).jpg,Stunt Racer 64 (USA).jpg,100.0
N64,Super Bowling (USA),Super Bowling (USA).jpg,Super Bowling (USA).jpg,100.0
N64,Super Mario 64 (Japan) (Rev A) (Shindou Edition),Super Mario 64 (Japan) (Rev A) (Shindou Edition).jpg,Super Mario 64 (Japan) (Rev A) (Shindou Edition).jpg,100.0
N64,Super Smash Bros. (USA),Super Smash Bros. (USA).jpg,Super Smash Bros. (USA).jpg,100.0
N64,Supercross 2000 (USA),Supercross 2000 (USA).jpg,Supercross 2000 (USA).jpg,100.0
N64,"Superman (USA) (En,Fr,Es)","Superman (USA) (En,Fr,Es).jpg","Superman (USA) (En,Fr,Es).jpg",100.0
N64,Tarzan (USA),Tarzan (USA).jpg,Tarzan (USA).jpg,100.0
N64,"Taz Express (Europe) (En,Fr,De,Es,It,Nl)",Xena - Warrior Princess - The Talisman of Fate (USA).jpg,"Taz Express (Europe) (En,Fr,De,Es,It,Nl).jpg",62.18181818181819
N64,Tetris 64 (Japan),Tetris 64 (Japan).jpg,Tetris 64 (Japan).jpg,100.0
N64,Tetrisphere (USA),Tetrisphere (USA).jpg,Tetrisphere (USA).jpg,100.0
N64,Tigger's Honey Hunt (USA),Tigger's Honey Hunt (USA).jpg,Tigger's Honey Hunt (USA).jpg,100.0
N64,Tom and Jerry in Fists of Furry (USA),Tom and Jerry in Fists of Furry (USA).jpg,Tom and Jerry in Fists of Furry (USA).jpg,100.0
N64,Tom Clancy's Rainbow Six (USA),Tom Clancy's Rainbow Six (USA).jpg,Tom Clancy's Rainbow Six (USA).jpg,100.0
N64,Tonic Trouble (USA) (Rev A),Tonic Trouble (USA) (Rev A).jpg,Tonic Trouble (USA) (Rev A).jpg,100.0
N64,Tony Hawk's Pro Skater (USA),Tony Hawk's Pro Skater (USA).jpg,Tony Hawk's Pro Skater (USA).jpg,100.0
N64,Tony Hawk's Pro Skater 2 (USA),Tony Hawk's Pro Skater 2 (USA).jpg,Tony Hawk's Pro Skater 2 (USA).jpg,100.0
N64,Tony Hawk's Pro Skater 3 (USA),Tony Hawk's Pro Skater 3 (USA).jpg,Tony Hawk's Pro Skater 3 (USA).jpg,100.0
N64,Top Gear Hyper-Bike (USA),Top Gear Hyper-Bike (USA).jpg,Top Gear Hyper-Bike (USA).jpg,100.0
N64,Top Gear Overdrive (USA),Top Gear Overdrive (USA).jpg,Top Gear Overdrive (USA).jpg,100.0
N64,Top Gear Rally (USA),Top Gear Rally (USA).jpg,Top Gear Rally (USA).jpg,100.0
N64,Top Gear Rally 2 (USA),Top Gear Rally 2 (USA).jpg,Top Gear Rally 2 (USA).jpg,100.0
N64,Toy Story 2 (USA),Toy Story 2 (USA).jpg,Toy Story 2 (USA).jpg,100.0
N64,Transformers - Beast Wars Transmetals (USA),Transformers - Beast Wars Transmetals (USA).jpg,Transformers - Beast Wars Transmetals (USA).jpg,100.0
N64,Triple Play 2000 (USA),Triple Play 2000 (USA).jpg,Triple Play 2000 (USA).jpg,100.0
N64,Turok - Dinosaur Hunter (USA) (Rev B),Turok - Dinosaur Hunter (USA) (Rev B).jpg,Turok - Dinosaur Hunter (USA) (Rev B).jpg,100.0
N64,Turok - Rage Wars (USA),Turok - Rage Wars (USA).jpg,Turok - Rage Wars (USA).jpg,100.0
N64,Turok 2 - Seeds of Evil (USA),Turok 2 - Seeds of Evil (USA).jpg,Turok 2 - Seeds of Evil (USA).jpg,100.0
N64,Turok 3 - Shadow of Oblivion (USA),Turok 3 - Shadow of Oblivion (USA).jpg,Turok 3 - Shadow of Oblivion (USA).jpg,100.0
N64,Twisted Edge - Extreme Snowboarding (USA),Twisted Edge - Extreme Snowboarding (USA).jpg,Twisted Edge - Extreme Snowboarding (USA).jpg,100.0
N64,Utchan Nanchan no Hono no Challenger - Denryuu Ira Ira Bou (Japan),WWF No Mercy (USA).jpg,Utchan Nanchan no Hono no Challenger - Denryuu Ira Ira Bou (Japan).jpg,85.5
N64,V-Rally Edition 99 (USA),V-Rally Edition 99 (USA).jpg,V-Rally Edition 99 (USA).jpg,100.0
N64,Vigilante 8 (USA),Vigilante 8 (USA).jpg,Vigilante 8 (USA).jpg,100.0
N64,Vigilante 8 - 2nd Offense (USA),Vigilante 8 - 2nd Offense (USA).jpg,Vigilante 8 - 2nd Offense (USA).jpg,100.0
N64,"Virtual Chess 64 (USA) (En,Fr,Es)","Virtual Chess 64 (USA) (En,Fr,Es).jpg","Virtual Chess 64 (USA) (En,Fr,Es).jpg",100.0
N64,Waialae Country Club - True Golf Classics (USA),Waialae Country Club - True Golf Classics (USA).jpg,Waialae Country Club - True Golf Classics (USA).jpg,100.0
N64,War Gods (USA),War Gods (USA).jpg,War Gods (USA).jpg,100.0
N64,Wave Race 64 (USA) (Rev A),Wave Race 64 (USA) (Rev A) (1).jpg,Wave Race 64 (USA) (Rev A).jpg,100.0
N64,Wayne Gretzky's 3D Hockey '98 (USA),Wayne Gretzky's 3D Hockey '98 (USA).jpg,Wayne Gretzky's 3D Hockey '98 (USA).jpg,100.0
N64,Wayne Gretzky's 3D Hockey (USA),Wayne Gretzky's 3D Hockey (USA).jpg,Wayne Gretzky's 3D Hockey (USA).jpg,100.0
N64,WCW Backstage Assault (USA),WCW Backstage Assault (USA).jpg,WCW Backstage Assault (USA).jpg,100.0
N64,WCW Mayhem (USA),WCW Mayhem (USA).jpg,WCW Mayhem (USA).jpg,100.0
N64,WCW Nitro (USA),WCW Nitro (USA).jpg,WCW Nitro (USA).jpg,100.0
N64,WCW vs. nWo - World Tour (USA) (Rev A),WCW vs. nWo - World Tour (USA) (Rev A).jpg,WCW vs. nWo - World Tour (USA) (Rev A).jpg,100.0
N64,WCW-nWo Revenge (USA),WCW-nWo Revenge (USA).jpg,WCW-nWo Revenge (USA).jpg,100.0
N64,"Wetrix (USA) (En,Fr,De,Es,It,Nl)","Wetrix (USA) (En,Fr,De,Es,It,Nl).jpg","Wetrix (USA) (En,Fr,De,Es,It,Nl).jpg",100.0
N64,Wheel of Fortune (USA),Wheel of Fortune (USA).jpg,Wheel of Fortune (USA).jpg,100.0
N64,WinBack - Covert Operations (USA),WinBack - Covert Operations (USA).jpg,WinBack - Covert Operations (USA).jpg,100.0
N64,Wipeout 64 (USA),Wipeout 64 (USA).jpg,Wipeout 64 (USA).jpg,100.0
N64,"World Cup 98 (USA) (En,Fr,De,Es,It,Nl,Sv,Da)","World Cup 98 (USA) (En,Fr,De,Es,It,Nl,Sv,Da).jpg","World Cup 98 (USA) (En,Fr,De,Es,It,Nl,Sv,Da).jpg",100.0
N64,World Driver Championship (USA),World Driver Championship (USA).jpg,World Driver Championship (USA).jpg,100.0
N64,"Worms Armageddon (USA) (En,Fr,Es)","Worms Armageddon (USA) (En,Fr,Es).jpg","Worms Armageddon (USA) (En,Fr,Es).jpg",100.0
N64,WWF Attitude (USA),WWF Attitude (USA).jpg,WWF Attitude (USA).jpg,100.0
N64,WWF War Zone (USA),WWF War Zone (USA).jpg,WWF War Zone (USA).jpg,100.0
N64,"Yoshi's Story (USA) (En,Ja)","Yoshi's Story (USA) (En,Ja).jpg","Yoshi's Story (USA) (En,Ja).jpg",100.0
Nintendo Game Boy Advance,"007 - Everything or Nothing (USA, Europe) (En,Fr,De)","007 - Everything or Nothing (USA, Europe) (En,Fr,De).png","007 - Everything or Nothing (USA, Europe) (En,Fr,De).png",100.0
Nintendo Game Boy Advance,"007 - NightFire (USA, Europe) (En,Fr,De)","007 - NightFire (USA, Europe) (En,Fr,De).png","007 - NightFire (USA, Europe) (En,Fr,De).png",100.0
Nintendo Game Boy Advance,"2 Disney Games - Disney Sports - Football + Disney Sports - Skateboarding (Europe) (En,Fr,De,Es,It)","2 Disney Games - Disney Sports - Football + Disney Sports - Skateboarding (Europe) (En,Fr,De,Es,It).jpg","2 Disney Games - Disney Sports - Football + Disney Sports - Skateboarding (Europe) (En,Fr,De,Es,It).jpg",100.0
Nintendo Game Boy Advance,"2 Disney Games - Lilo & Stitch 2 + Peter Pan - Return to Neverland (Europe) (En,Fr,De,Es En,Fr,De,Es,It,Nl)","2 Disney Games - Lilo & Stitch 2 + Peter Pan - Return to Neverland (Europe) (En,Fr,De,Es En,Fr,De,Es,It,Nl).jpg","2 Disney Games - Lilo & Stitch 2 + Peter Pan - Return to Neverland (Europe) (En,Fr,De,Es En,Fr,De,Es,It,Nl).jpg",100.0
Nintendo Game Boy Advance,"2 Game Pack! - Hot Wheels - Stunt Track Challenge + Hot Wheels - World Race (USA, Europe)","2 Game Pack! - Hot Wheels - Stunt Track Challenge + Hot Wheels - World Race (USA, Europe).jpg","2 Game Pack! - Hot Wheels - Stunt Track Challenge + Hot Wheels - World Race (USA, Europe).jpg",100.0
Nintendo Game Boy Advance,"2 Game Pack! - Matchbox Missions - Emergency Response + Air, Land and Sea Rescue (USA)","2 Game Pack! - Matchbox Missions - Emergency Response + Air, Land and Sea Rescue (USA).png","2 Game Pack! - Matchbox Missions - Emergency Response + Air, Land and Sea Rescue (USA).png",100.0
Nintendo Game Boy Advance,2 Game Pack! - Uno + Skip-Bo (USA),2 Game Pack! - Uno + Skip-Bo (USA).png,2 Game Pack! - Uno + Skip-Bo (USA).png,100.0
Nintendo Game Boy Advance,"2 Games in 1 - Bionicle + Knights' Kingdom (Europe) (En,Fr,De,Da+En,De)","2 Games in 1 - Bionicle + Knights' Kingdom (Europe) (En,Fr,De,Da+En,De).png","2 Games in 1 - Bionicle + Knights' Kingdom (Europe) (En,Fr,De,Da+En,De).png",100.0
Nintendo Game Boy Advance,"2 Games in 1 - Brother Bear + The Lion King (Europe) (En,Fr,De,Es,It,Nl,Sv,Da)","2 Games in 1 - Brother Bear + The Lion King (Europe) (En,Fr,De,Es,It,Nl,Sv,Da).png","2 Games in 1 - Brother Bear + The Lion King (Europe) (En,Fr,De,Es,It,Nl,Sv,Da).png",100.0
Nintendo Game Boy Advance,2 Games in 1 - Cartoon Network Block Party + Cartoon Network Speedway (USA),2 Games in 1 - Cartoon Network Block Party + Cartoon Network Speedway (USA).jpg,2 Games in 1 - Cartoon Network Block Party + Cartoon Network Speedway (USA).jpg,100.0
Nintendo Game Boy Advance,"2 Games in 1 - Columns Crown + ChuChu Rocket! (Europe) (En+En,Ja,Fr,De,Es)","2 Games in 1 - Columns Crown + ChuChu Rocket! (Europe) (En+En,Ja,Fr,De,Es).png","2 Games in 1 - Columns Crown + ChuChu Rocket! (Europe) (En+En,Ja,Fr,De,Es).png",100.0
Nintendo Game Boy Advance,"2 Games in 1 - Disney Princess + Brother Bear (Europe) (En+En,Fr,De,Es,It,Nl,Sv,Da)","2 Games in 1 - Disney Princess + Brother Bear (Europe) (En+En,Fr,De,Es,It,Nl,Sv,Da).jpg","2 Games in 1 - Disney Princess + Brother Bear (Europe) (En+En,Fr,De,Es,It,Nl,Sv,Da).jpg",100.0
Nintendo Game Boy Advance,2 Games in 1 - Disney Princess + Lizzie McGuire (Europe),2 Games in 1 - Disney Princess + Lizzie McGuire (Europe).jpg,2 Games in 1 - Disney Princess + Lizzie McGuire (Europe).jpg,100.0
Nintendo Game Boy Advance,2 Games in 1 - Dragon Ball Z - The Legacy of Goku I & II (USA),2 Games in 1 - Dragon Ball Z - The Legacy of Goku I & II (USA).jpg,2 Games in 1 - Dragon Ball Z - The Legacy of Goku I & II (USA).jpg,100.0
Nintendo Game Boy Advance,"2 Games in 1 - Finding Nemo + Finding Nemo - The Continuing Adventures (Europe) (En+En,Es,It,Sv,Da)","2 Games in 1 - Finding Nemo + Finding Nemo - The Continuing Adventures (Europe) (En+En,Es,It,Sv,Da).jpg","2 Games in 1 - Finding Nemo + Finding Nemo - The Continuing Adventures (Europe) (En+En,Es,It,Sv,Da).jpg",100.0
Nintendo Game Boy Advance,2 Games in 1 - Finding Nemo + The Incredibles (Europe),2 Games in 1 - Finding Nemo + The Incredibles (Europe).png,2 Games in 1 - Finding Nemo + The Incredibles (Europe).png,100.0
Nintendo Game Boy Advance,2 Games in 1 - Finding Nemo - The Continuing Adventures + The Incredibles (USA),2 Games in 1 - Finding Nemo - The Continuing Adventures + The Incredibles (USA).png,2 Games in 1 - Finding Nemo - The Continuing Adventures + The Incredibles (USA).png,100.0
Nintendo Game Boy Advance,2 Games in 1 - Golden Nugget Casino + Texas Hold 'em Poker (USA),2 Games in 1 - Golden Nugget Casino + Texas Hold 'em Poker (USA).jpg,2 Games in 1 - Golden Nugget Casino + Texas Hold 'em Poker (USA).jpg,100.0
Nintendo Game Boy Advance,2 Games in 1 - Hot Wheels - Velocity X + Hot Wheels - World Race (USA),2 Games in 1 - Hot Wheels - Velocity X + Hot Wheels - World Race (USA).png,2 Games in 1 - Hot Wheels - Velocity X + Hot Wheels - World Race (USA).png,100.0
Nintendo Game Boy Advance,"2 Games in 1 - Monsters, Inc. + Finding Nemo (USA)","2 Games in 1 - Monsters, Inc. + Finding Nemo (USA).png","2 Games in 1 - Monsters, Inc. + Finding Nemo (USA).png",100.0
Nintendo Game Boy Advance,"2 Games in 1 - Moto GP + GT Advance 3 - Pro Concept Racing (Europe) (En,Fr,De,Es,It+En)","2 Games in 1 - Moto GP + GT Advance 3 - Pro Concept Racing (Europe) (En,Fr,De,Es,It+En).png","2 Games in 1 - Moto GP + GT Advance 3 - Pro Concept Racing (Europe) (En,Fr,De,Es,It+En).png",100.0
Nintendo Game Boy Advance,"2 Games in 1 - Power Rangers - Ninja Storm + Power Rangers - Time Force (USA) (En,Fr,De+En)","2 Games in 1 - Power Rangers - Ninja Storm + Power Rangers - Time Force (USA) (En,Fr,De+En).jpg","2 Games in 1 - Power Rangers - Ninja Storm + Power Rangers - Time Force (USA) (En,Fr,De+En).jpg",100.0
Nintendo Game Boy Advance,2 Games in 1 - Quad Desert Fury + Monster Trucks (USA),2 Games in 1 - Quad Desert Fury + Monster Trucks (USA).jpg,2 Games in 1 - Quad Desert Fury + Monster Trucks (USA).jpg,100.0
Nintendo Game Boy Advance,2 Games in 1 - Rugrats - Go Wild + SpongeBob SquarePants - SuperSponge (Europe),2 Games in 1 - Rugrats - Go Wild + SpongeBob SquarePants - SuperSponge (Europe).jpg,2 Games in 1 - Rugrats - Go Wild + SpongeBob SquarePants - SuperSponge (Europe).jpg,100.0
Nintendo Game Boy Advance,2 Games in 1 - Scooby-Doo + Scooby-Doo 2 - Monsters Unleashed (USA),2 Games in 1 - Scooby-Doo + Scooby-Doo 2 - Monsters Unleashed (USA).jpg,2 Games in 1 - Scooby-Doo + Scooby-Doo 2 - Monsters Unleashed (USA).jpg,100.0
Nintendo Game Boy Advance,"2 Games in 1 - Scooby-Doo! - Mystery Mayhem + Scooby-Doo and the Cyber Chase (USA) (En,Fr,De+En)","2 Games in 1 - Scooby-Doo! - Mystery Mayhem + Scooby-Doo and the Cyber Chase (USA) (En,Fr,De+En).png","2 Games in 1 - Scooby-Doo! - Mystery Mayhem + Scooby-Doo and the Cyber Chase (USA) (En,Fr,De+En).png",100.0
Nintendo Game Boy Advance,"2 Games in 1 - Sonic Advance + ChuChu Rocket! (Europe) (En,Ja,Fr,De,Es)","2 Games in 1 - Sonic Advance + ChuChu Rocket! (Europe) (En,Ja,Fr,De,Es).jpg","2 Games in 1 - Sonic Advance + ChuChu Rocket! (Europe) (En,Ja,Fr,De,Es).jpg",100.0
Nintendo Game Boy Advance,"2 Games in 1 - Sonic Advance + Sonic Battle (Europe) (En,Ja,Fr,De,Es+En,Ja,Fr,De,Es,It)","2 Games in 1 - Sonic Advance + Sonic Battle (Europe) (En,Ja,Fr,De,Es+En,Ja,Fr,De,Es,It).png","2 Games in 1 - Sonic Advance + Sonic Battle (Europe) (En,Ja,Fr,De,Es+En,Ja,Fr,De,Es,It).png",100.0
Nintendo Game Boy Advance,"2 Games in 1 - Sonic Battle + ChuChu Rocket! (Europe) (En,Ja,Fr,De,Es,It+En,Ja,Fr,De,Es)","2 Games in 1 - Sonic Battle + ChuChu Rocket! (Europe) (En,Ja,Fr,De,Es,It+En,Ja,Fr,De,Es).png","2 Games in 1 - Sonic Battle + ChuChu Rocket! (Europe) (En,Ja,Fr,De,Es,It+En,Ja,Fr,De,Es).png",100.0
Nintendo Game Boy Advance,"2 Games in 1 - Sonic Battle + Sonic Pinball Party (Europe) (En,Ja,Fr,De,Es,It)","2 Games in 1 - Sonic Battle + Sonic Pinball Party (Europe) (En,Ja,Fr,De,Es,It).jpg","2 Games in 1 - Sonic Battle + Sonic Pinball Party (Europe) (En,Ja,Fr,De,Es,It).jpg",100.0
Nintendo Game Boy Advance,"2 Games in 1 - Sonic Pinball Party + Columns Crown (Europe) (En,Ja,Fr,De,Es,It+En)","2 Games in 1 - Sonic Pinball Party + Columns Crown (Europe) (En,Ja,Fr,De,Es,It+En).jpg","2 Games in 1 - Sonic Pinball Party + Columns Crown (Europe) (En,Ja,Fr,De,Es,It+En).jpg",100.0
Nintendo Game Boy Advance,"2 Games in 1 - SpongeBob SquarePants - Battle for Bikini Bottom + Jimmy Neutron Boy Genius (Europe) (En,Fr,De+En,Fr,De,Es)","2 Games in 1 - SpongeBob SquarePants - Battle for Bikini Bottom + Jimmy Neutron Boy Genius (Europe) (En,Fr,De+En,Fr,De,Es).jpg","2 Games in 1 - SpongeBob SquarePants - Battle for Bikini Bottom + Jimmy Neutron Boy Genius (Europe) (En,Fr,De+En,Fr,De,Es).jpg",100.0
Nintendo Game Boy Advance,2 Games in 1 - SpongeBob SquarePants - Battle for Bikini Bottom + Nicktoons - Freeze Frame Frenzy (USA),2 Games in 1 - SpongeBob SquarePants - Battle for Bikini Bottom + Nicktoons - Freeze Frame Frenzy (USA).jpg,2 Games in 1 - SpongeBob SquarePants - Battle for Bikini Bottom + Nicktoons - Freeze Frame Frenzy (USA).jpg,100.0
Nintendo Game Boy Advance,2 Games in 1 - SpongeBob SquarePants - Battle for Bikini Bottom + The Fairly OddParents! - Breakin' da Rules (USA),2 Games in 1 - SpongeBob SquarePants - Battle for Bikini Bottom + The Fairly OddParents! - Breakin' da Rules (USA).png,2 Games in 1 - SpongeBob SquarePants - Battle for Bikini Bottom + The Fairly OddParents! - Breakin' da Rules (USA).png,100.0
Nintendo Game Boy Advance,2 Games in 1 - SpongeBob SquarePants - Revenge of the Flying Dutchman + SpongeBob SquarePants - SuperSponge (USA),2 Games in 1 - SpongeBob SquarePants - Revenge of the Flying Dutchman + SpongeBob SquarePants - SuperSponge (USA).png,2 Games in 1 - SpongeBob SquarePants - Revenge of the Flying Dutchman + SpongeBob SquarePants - SuperSponge (USA).png,100.0
Nintendo Game Boy Advance,2 Games in 1 - SpongeBob SquarePants - SuperSponge + SpongeBob SquarePants - Battle for Bikini Bottom (Europe),2 Games in 1 - SpongeBob SquarePants - SuperSponge + SpongeBob SquarePants - Battle for Bikini Bottom (Europe).jpg,2 Games in 1 - SpongeBob SquarePants - SuperSponge + SpongeBob SquarePants - Battle for Bikini Bottom (Europe).jpg,100.0
Nintendo Game Boy Advance,"2 Games in 1 - The Lion King + Disney Princess (Europe) (En,Fr,De,Es,It,Nl,Sv,Da+En)","2 Games in 1 - The Lion King + Disney Princess (Europe) (En,Fr,De,Es,It,Nl,Sv,Da+En).png","2 Games in 1 - The Lion King + Disney Princess (Europe) (En,Fr,De,Es,It,Nl,Sv,Da+En).png",100.0
Nintendo Game Boy Advance,"2 Games in 1 - The SpongeBob SquarePants Movie + SpongeBob SquarePants and Friends in Freeze Frame Frenzy (Europe) (En,Fr,De,Es,It,Nl+En,Fr,De,Es,Nl)","2 Games in 1 - The SpongeBob SquarePants Movie + SpongeBob SquarePants and Friends in Freeze Frame Frenzy (Europe) (En,Fr,De,Es,It,Nl+En,Fr,De,Es,Nl).jpg","2 Games in 1 - The SpongeBob SquarePants Movie + SpongeBob SquarePants and Friends in Freeze Frame Frenzy (Europe) (En,Fr,De,Es,It,Nl+En,Fr,De,Es,Nl).jpg",100.0
Nintendo Game Boy Advance,2 Games in 1! - Dragon Ball Z - Buu's Fury + Dragon Ball GT - Transformation (USA),2 Games in 1! - Dragon Ball Z - Buu's Fury + Dragon Ball GT - Transformation (USA).jpg,2 Games in 1! - Dragon Ball Z - Buu's Fury + Dragon Ball GT - Transformation (USA).jpg,100.0
Nintendo Game Boy Advance,"2 Games in One! - Dr. Mario + Puzzle League (USA, Australia)","2 Games in One! - Dr. Mario + Puzzle League (USA, Australia).png","2 Games in One! - Dr. Mario + Puzzle League (USA, Australia).png",100.0
Nintendo Game Boy Advance,2 Games in One! - Gauntlet + Rampart (USA),2 Games in One! - Gauntlet + Rampart (USA).png,2 Games in One! - Gauntlet + Rampart (USA).png,100.0
Nintendo Game Boy Advance,2 Games in One! - Marble Madness + Klax (USA),2 Games in One! - Marble Madness + Klax (USA).png,2 Games in One! - Marble Madness + Klax (USA).png,100.0
Nintendo Game Boy Advance,2 Games in One! - Paperboy + Rampage (USA),2 Games in One! - Paperboy + Rampage (USA).png,2 Games in One! - Paperboy + Rampage (USA).png,100.0
Nintendo Game Boy Advance,2 Games in One! - Spy Hunter + Super Sprint (USA),2 Games in One! - Spy Hunter + Super Sprint (USA).png,2 Games in One! - Spy Hunter + Super Sprint (USA).png,100.0
Nintendo Game Boy Advance,2 Great Games! - Pac-Man World + Ms. Pac-Man - Maze Madness (USA),2 Great Games! - Pac-Man World + Ms. Pac-Man - Maze Madness (USA).jpg,2 Great Games! - Pac-Man World + Ms. Pac-Man - Maze Madness (USA).jpg,100.0
Nintendo Game Boy Advance,"2 in 1 - Asterix & Obelix - Bash Them All! + Asterix & Obelix XXL (Europe) (En,Fr,De,Es,It,Nl)","Asterix & Obelix XXL (Europe) (En,Fr,De,Es,It,Nl).png","2 in 1 - Asterix & Obelix - Bash Them All! + Asterix & Obelix XXL (Europe) (En,Fr,De,Es,It,Nl).png",90.0
Nintendo Game Boy Advance,"2 in 1 - V-Rally 3 + Stuntman (Europe) (En,Fr,De,Es,It)","2 in 1 - V-Rally 3 + Stuntman (Europe) (En,Fr,De,Es,It).png","2 in 1 - V-Rally 3 + Stuntman (Europe) (En,Fr,De,Es,It).png",100.0
Nintendo Game Boy Advance,2 in 1 Game Pack - Shrek 2 + Shark Tale (USA),2 in 1 Game Pack - Shrek 2 + Shark Tale (USA).jpg,2 in 1 Game Pack - Shrek 2 + Shark Tale (USA).jpg,100.0
Nintendo Game Boy Advance,"2 in 1 Game Pack - Spider-Man + Spider-Man 2 (USA) (En,Fr,De+En,Fr,De,Es)","2 in 1 Game Pack - Spider-Man + Spider-Man 2 (USA) (En,Fr,De+En,Fr,De,Es).jpg","2 in 1 Game Pack - Spider-Man + Spider-Man 2 (USA) (En,Fr,De+En,Fr,De,Es).jpg",100.0
Nintendo Game Boy Advance,"2 in 1 Game Pack - Spider-Man - Mysterio's Menace + X2 - Wolverine's Revenge (USA, Europe)","2 in 1 Game Pack - Spider-Man - Mysterio's Menace + X2 - Wolverine's Revenge (USA, Europe).jpg","2 in 1 Game Pack - Spider-Man - Mysterio's Menace + X2 - Wolverine's Revenge (USA, Europe).jpg",100.0
Nintendo Game Boy Advance,"2 in 1 Game Pack - Tony Hawk's Underground + Kelly Slater's Pro Surfer (USA, Europe)","2 in 1 Game Pack - Tony Hawk's Underground + Kelly Slater's Pro Surfer (USA, Europe).jpg","2 in 1 Game Pack - Tony Hawk's Underground + Kelly Slater's Pro Surfer (USA, Europe).jpg",100.0
Nintendo Game Boy Advance,2-in-1 Fun Pack - Shrek 2 + Madagascar (USA),2-in-1 Fun Pack - Shrek 2 + Madagascar (USA).png,2-in-1 Fun Pack - Shrek 2 + Madagascar (USA).png,100.0
Nintendo Game Boy Advance,2-in-1 Fun Pack - Shrek 2 + Madagascar - Operation Penguin (USA),2-in-1 Fun Pack - Shrek 2 + Madagascar - Operation Penguin (USA).jpg,2-in-1 Fun Pack - Shrek 2 + Madagascar - Operation Penguin (USA).jpg,100.0
Nintendo Game Boy Advance,"2006 FIFA World Cup - Germany 2006 (USA, Europe) (En,Fr,De,Es,It)","2006 FIFA World Cup - Germany 2006 (USA, Europe) (En,Fr,De,Es,It).png","2006 FIFA World Cup - Germany 2006 (USA, Europe) (En,Fr,De,Es,It).png",100.0
